Position			b=0.3		b=4.0
39.06		-0.00228953			1.18281e-034
39.07		-0.00231958			1.15939e-034
39.08		-0.00234861			1.13643e-034
39.09		-0.00237661			1.11393e-034
39.1		-0.00240359			1.09187e-034
39.11		-0.00242952			1.07025e-034
39.12		-0.0024544			1.04906e-034
39.13		-0.00247823			1.02829e-034
39.14		-0.00250099			1.00792e-034
39.15		-0.00252269			9.87966e-035
39.16		-0.00254332			9.68403e-035
39.17		-0.00256287			9.49227e-035
39.18		-0.00258134			9.30431e-035
39.19		-0.00259872			9.12008e-035
39.2		-0.00261501			8.93949e-035
39.21		-0.00263021			8.76247e-035
39.22		-0.00264431			8.58897e-035
39.23		-0.00265732			8.41889e-035
39.24		-0.00266922			8.25219e-035
39.25		-0.00268002			8.08878e-035
39.26		-0.00268972			7.92861e-035
39.27		-0.00269832			7.77162e-035
39.28		-0.00270581			7.61773e-035
39.29		-0.0027122			7.46689e-035
39.3		-0.00271749			7.31903e-035
39.31		-0.00272167			7.17411e-035
39.32		-0.00272476			7.03205e-035
39.33		-0.00272675			6.89281e-035
39.34		-0.00272764			6.75632e-035
39.35		-0.00272744			6.62254e-035
39.36		-0.00272616			6.4914e-035
39.37		-0.00272378			6.36286e-035
39.38		-0.00272033			6.23687e-035
39.39		-0.0027158			6.11337e-035
39.4		-0.0027102			5.99232e-035
39.41		-0.00270354			5.87366e-035
39.42		-0.00269581			5.75736e-035
39.43		-0.00268703			5.64335e-035
39.44		-0.00267721			5.53161e-035
39.45		-0.00266634			5.42207e-035
39.46		-0.00265445			5.31471e-035
39.47		-0.00264152			5.20947e-035
39.48		-0.00262758			5.10632e-035
39.49		-0.00261264			5.0052e-035
39.5		-0.00259669			4.90609e-035
39.51		-0.00257976			4.80895e-035
39.52		-0.00256184			4.71372e-035
39.53		-0.00254296			4.62039e-035
39.54		-0.00252312			4.5289e-035
39.55		-0.00250233			4.43922e-035
39.56		-0.0024806			4.35132e-035
39.57		-0.00245795			4.26515e-035
39.58		-0.00243438			4.1807e-035
39.59		-0.00240991			4.09791e-035
39.6		-0.00238455			4.01677e-035
39.61		-0.00235832			3.93723e-035
39.62		-0.00233122			3.85927e-035
39.63		-0.00230327			3.78285e-035
39.64		-0.00227449			3.70795e-035
39.65		-0.00224488			3.63452e-035
39.66		-0.00221447			3.56256e-035
39.67		-0.00218326			3.49201e-035
39.68		-0.00215128			3.42287e-035
39.69		-0.00211853			3.35509e-035
39.7		-0.00208503			3.28865e-035
39.71		-0.0020508			3.22353e-035
39.72		-0.00201585			3.1597e-035
39.73		-0.00198021			3.09714e-035
39.74		-0.00194388			3.03581e-035
39.75		-0.00190688			2.9757e-035
39.76		-0.00186923			2.91677e-035
39.77		-0.00183095			2.85902e-035
39.78		-0.00179205			2.80241e-035
39.79		-0.00175255			2.74691e-035
39.8		-0.00171247			2.69252e-035
39.81		-0.00167182			2.63921e-035
39.82		-0.00163064			2.58695e-035
39.83		-0.00158892			2.53572e-035
39.84		-0.00154669			2.48551e-035
39.85		-0.00150397			2.43629e-035
39.86		-0.00146078			2.38805e-035
39.87		-0.00141713			2.34077e-035
39.88		-0.00137305			2.29442e-035
39.89		-0.00132856			2.24898e-035
39.9		-0.00128366			2.20445e-035
39.91		-0.00123839			2.1608e-035
39.92		-0.00119276			2.11801e-035
39.93		-0.00114679			2.07607e-035
39.94		-0.0011005			2.03496e-035
39.95		-0.0010539			1.99467e-035
39.96		-0.00100703			1.95517e-035
39.97		-0.000959895			1.91646e-035
39.98		-0.000912517			1.87851e-035
39.99		-0.000864917			1.84131e-035
