beta		beta		tan(beta)
27.5041		27.5041		-0.970174
27.5141		27.5141		-0.950947
27.5241		27.5241		-0.932083
27.5341		27.5341		-0.913567
27.5441		27.5441		-0.895387
27.5541		27.5541		-0.877529
27.5641		27.5641		-0.859982
27.5741		27.5741		-0.842734
27.5841		27.5841		-0.825774
27.5941		27.5941		-0.809092
27.6041		27.6041		-0.792678
27.6141		27.6141		-0.776522
27.6241		27.6241		-0.760615
27.6341		27.6341		-0.744949
27.6441		27.6441		-0.729514
27.6541		27.6541		-0.714302
27.6641		27.6641		-0.699307
27.6741		27.6741		-0.684519
27.6841		27.6841		-0.669933
27.6941		27.6941		-0.655541
27.7041		27.7041		-0.641336
27.7141		27.7141		-0.627312
27.7241		27.7241		-0.613464
27.7341		27.7341		-0.599784
27.7441		27.7441		-0.586267
27.7541		27.7541		-0.572908
27.7641		27.7641		-0.559701
27.7741		27.7741		-0.546641
27.7841		27.7841		-0.533723
27.7941		27.7941		-0.520942
27.8041		27.8041		-0.508294
27.8141		27.8141		-0.495773
27.8241		27.8241		-0.483376
27.8341		27.8341		-0.471099
27.8441		27.8441		-0.458936
27.8541		27.8541		-0.446885
27.8641		27.8641		-0.434941
27.8741		27.8741		-0.4231
27.8841		27.8841		-0.411359
27.8941		27.8941		-0.399715
27.9041		27.9041		-0.388163
27.9141		27.9141		-0.3767
27.9241		27.9241		-0.365324
27.9341		27.9341		-0.35403
27.9441		27.9441		-0.342816
27.9541		27.9541		-0.331678
27.9641		27.9641		-0.320615
27.9741		27.9741		-0.309622
27.9841		27.9841		-0.298696
27.9941		27.9941		-0.287836
28.0041		28.0041		-0.277039
28.0141		28.0141		-0.2663
28.0241		28.0241		-0.255619
28.0341		28.0341		-0.244993
28.0441		28.0441		-0.234418
28.0541		28.0541		-0.223893
28.0641		28.0641		-0.213415
28.0741		28.0741		-0.202981
28.0841		28.0841		-0.19259
28.0941		28.0941		-0.182239
28.1041		28.1041		-0.171925
28.1141		28.1141		-0.161647
28.1241		28.1241		-0.151402
28.1341		28.1341		-0.141187
28.1441		28.1441		-0.131002
28.1541		28.1541		-0.120844
28.1641		28.1641		-0.110709
28.1741		28.1741		-0.100598
28.1841		28.1841		-0.0905063
28.1941		28.1941		-0.0804332
28.2041		28.2041		-0.0703763
28.2141		28.2141		-0.0603335
28.2241		28.2241		-0.0503028
28.2341		28.2341		-0.0402822
28.2441		28.2441		-0.0302697
28.2541		28.2541		-0.0202632
28.2641		28.2641		-0.0102608
28.2741		28.2741		-0.000260418
28.2841		28.2841		0.00973989
28.2941		28.2941		0.0197421
28.3041		28.3041		0.0297484
28.3141		28.3141		0.0397605
28.3241		28.3241		0.0497806
28.3341		28.3341		0.0598107
28.3441		28.3441		0.0698529
28.3541		28.3541		0.079909
28.3641		28.3641		0.0899813
28.3741		28.3741		0.100072
28.3841		28.3841		0.110182
28.3941		28.3941		0.120315
28.4041		28.4041		0.130472
28.4141		28.4141		0.140656
28.4241		28.4241		0.150869
28.4341		28.4341		0.161112
28.4441		28.4441		0.171389
28.4541		28.4541		0.181701
28.4641		28.4641		0.19205
28.4741		28.4741		0.202439
28.4841		28.4841		0.21287
28.4941		28.4941		0.223346
28.5041		28.5041		0.233869
28.5141		28.5141		0.244441
28.5241		28.5241		0.255065
28.5341		28.5341		0.265743
28.5441		28.5441		0.276478
28.5541		28.5541		0.287272
28.5641		28.5641		0.298129
28.5741		28.5741		0.309051
28.5841		28.5841		0.32004
28.5941		28.5941		0.3311
28.6041		28.6041		0.342234
28.6141		28.6141		0.353444
28.6241		28.6241		0.364733
28.6341		28.6341		0.376106
28.6441		28.6441		0.387564
28.6541		28.6541		0.399111
28.6641		28.6641		0.410751
28.6741		28.6741		0.422486
28.6841		28.6841		0.434322
28.6941		28.6941		0.44626
28.7041		28.7041		0.458306
28.7141		28.7141		0.470462
28.7241		28.7241		0.482734
28.7341		28.7341		0.495124
28.7441		28.7441		0.507638
28.7541		28.7541		0.52028
28.7641		28.7641		0.533054
28.7741		28.7741		0.545964
28.7841		28.7841		0.559017
28.7941		28.7941		0.572216
28.8041		28.8041		0.585567
28.8141		28.8141		0.599076
28.8241		28.8241		0.612747
28.8341		28.8341		0.626587
28.8441		28.8441		0.640601
28.8541		28.8541		0.654796
28.8641		28.8641		0.669179
28.8741		28.8741		0.683755
28.8841		28.8841		0.698531
28.8941		28.8941		0.713516
28.9041		28.9041		0.728716
28.9141		28.9141		0.744139
28.9241		28.9241		0.759794
28.9341		28.9341		0.775688
28.9441		28.9441		0.79183
28.9541		28.9541		0.808231
28.9641		28.9641		0.824898
28.9741		28.9741		0.841843
28.9841		28.9841		0.859076
28.9941		28.9941		0.876607
29.0041		29.0041		0.894449
29.0141		29.0141		0.912612
29.0241		29.0241		0.93111
29.0341		29.0341		0.949956
29.0441		29.0441		0.969163
29.0541		29.0541		0.988746
29.0641		29.0641		1.00872
29.0741		29.0741		1.0291
29.0841		29.0841		1.04991
29.0941		29.0941		1.07115
29.1041		29.1041		1.09286
29.1141		29.1141		1.11505
29.1241		29.1241		1.13774
29.1341		29.1341		1.16094
29.1441		29.1441		1.1847
29.1541		29.1541		1.20902
29.1641		29.1641		1.23394
29.1741		29.1741		1.25948
29.1841		29.1841		1.28568
29.1941		29.1941		1.31255
29.2041		29.2041		1.34015
29.2141		29.2141		1.36849
29.2241		29.2241		1.39761
29.2341		29.2341		1.42757
29.2441		29.2441		1.45839
29.2541		29.2541		1.49012
29.2641		29.2641		1.52281
29.2741		29.2741		1.55652
29.2841		29.2841		1.59129
29.2941		29.2941		1.62718
29.3041		29.3041		1.66426
29.3141		29.3141		1.7026
29.3241		29.3241		1.74226
29.3341		29.3341		1.78334
29.3441		29.3441		1.8259
29.3541		29.3541		1.87005
29.3641		29.3641		1.91587
29.3741		29.3741		1.96349
29.3841		29.3841		2.01302
29.3941		29.3941		2.06458
29.4041		29.4041		2.11832
29.4141		29.4141		2.17438
29.4241		29.4241		2.23294
29.4341		29.4341		2.29417
29.4441		29.4441		2.35827
29.4541		29.4541		2.42547
29.4641		29.4641		2.49602
29.4741		29.4741		2.57017
29.4841		29.4841		2.64824
29.4941		29.4941		2.73055
29.5041		29.5041		2.81749
29.5141		29.5141		2.90946
29.5241		29.5241		3.00695
29.5341		29.5341		3.11049
29.5441		29.5441		3.22067
29.5541		29.5541		3.33818
29.5641		29.5641		3.46382
29.5741		29.5741		3.59847
29.5841		29.5841		3.74317
29.5941		29.5941		3.89912
29.6041		29.6041		4.06774
29.6141		29.6141		4.25065
29.6241		29.6241		4.4498
29.6341		29.6341		4.6675
29.6441		29.6441		4.90652
29.6541		29.6541		5.17021
29.6641		29.6641		5.46265
29.6741		29.6741		5.78888
29.6841		29.6841		6.15521
29.6941		29.6941		6.5696
29.7041		29.7041		7.04226
29.7141		29.7141		7.58655
29.7241		29.7241		8.2202
29.7341		29.7341		8.96736
29.7441		29.7441		9.86172
29.7541		29.7541		10.9518
29.7641		29.7641		12.31
29.7741		29.7741		14.0496
29.7841		29.7841		16.3578
29.7941		29.7941		19.569
29.8041		29.8041		24.3428
29.8141		29.8141		32.1888
29.8241		29.8241		47.4837
29.8341		29.8341		90.4388
29.8441		29.8441		946.302
29.8541		29.8541		-111.813
29.8641		29.8641		-52.7829
29.8741		29.8741		-34.5407
29.8841		29.8841		-25.6654
29.8941		29.8941		-20.4155
29.9041		29.9041		-16.9458
29.9141		29.9141		-14.4817
29.9241		29.9241		-12.641
29.9341		29.9341		-11.2135
29.9441		29.9441		-10.0738
29.9541		29.9541		-9.14275
29.9641		29.9641		-8.36769
29.9741		29.9741		-7.71232
29.9841		29.9841		-7.15081
29.9941		29.9941		-6.66425
30.0041		30.0041		-6.23848
30.0141		30.0141		-5.86273
30.0241		30.0241		-5.52859
30.0341		30.0341		-5.22946
30.0441		30.0441		-4.96007
30.0541		30.0541		-4.71614
30.0641		30.0641		-4.49418
30.0741		30.0741		-4.29131
30.0841		30.0841		-4.10514
30.0941		30.0941		-3.93365
30.1041		30.1041		-3.77515
30.1141		30.1141		-3.62817
30.1241		30.1241		-3.49149
30.1341		30.1341		-3.36403
30.1441		30.1441		-3.24487
30.1541		30.1541		-3.1332
30.1641		30.1641		-3.02831
30.1741		30.1741		-2.92959
30.1841		30.1841		-2.83649
30.1941		30.1941		-2.74853
30.2041		30.2041		-2.66527
30.2141		30.2141		-2.58633
30.2241		30.2241		-2.51138
30.2341		30.2341		-2.44009
30.2441		30.2441		-2.37221
30.2541		30.2541		-2.30747
30.2641		30.2641		-2.24565
30.2741		30.2741		-2.18654
30.2841		30.2841		-2.12997
30.2941		30.2941		-2.07576
30.3041		30.3041		-2.02375
30.3141		30.3141		-1.9738
30.3241		30.3241		-1.92579
30.3341		30.3341		-1.87959
30.3441		30.3441		-1.83509
30.3541		30.3541		-1.7922
30.3641		30.3641		-1.75082
30.3741		30.3741		-1.71087
30.3841		30.3841		-1.67226
30.3941		30.3941		-1.63492
30.4041		30.4041		-1.59878
30.4141		30.4141		-1.56377
30.4241		30.4241		-1.52985
30.4341		30.4341		-1.49695
30.4441		30.4441		-1.46502
30.4541		30.4541		-1.43401
30.4641		30.4641		-1.40387
30.4741		30.4741		-1.37458
30.4841		30.4841		-1.34607
30.4941		30.4941		-1.31833
30.5041		30.5041		-1.2913
30.5141		30.5141		-1.26497
30.5241		30.5241		-1.23929
30.5341		30.5341		-1.21424
30.5441		30.5441		-1.18979
30.5541		30.5541		-1.16592
30.5641		30.5641		-1.1426
30.5741		30.5741		-1.1198
30.5841		30.5841		-1.09751
30.5941		30.5941		-1.0757
30.6041		30.6041		-1.05436
30.6141		30.6141		-1.03346
30.6241		30.6241		-1.01299
30.6341		30.6341		-0.992935
30.6441		30.6441		-0.97327
30.6541		30.6541		-0.953985
30.6641		30.6641		-0.935064
30.6741		30.6741		-0.916493
30.6841		30.6841		-0.89826
30.6941		30.6941		-0.880352
30.7041		30.7041		-0.862756
30.7141		30.7141		-0.845461
30.7241		30.7241		-0.828456
30.7341		30.7341		-0.811731
30.7441		30.7441		-0.795275
30.7541		30.7541		-0.779078
30.7641		30.7641		-0.763133
30.7741		30.7741		-0.747428
30.7841		30.7841		-0.731957
30.7941		30.7941		-0.71671
30.8041		30.8041		-0.701681
30.8141		30.8141		-0.686861
30.8241		30.8241		-0.672243
30.8341		30.8341		-0.65782
30.8441		30.8441		-0.643586
30.8541		30.8541		-0.629534
30.8641		30.8641		-0.615658
30.8741		30.8741		-0.601951
30.8841		30.8841		-0.588409
30.8941		30.8941		-0.575025
30.9041		30.9041		-0.561794
30.9141		30.9141		-0.548711
30.9241		30.9241		-0.535771
30.9341		30.9341		-0.522968
30.9441		30.9441		-0.510299
30.9541		30.9541		-0.497759
30.9641		30.9641		-0.485343
30.9741		30.9741		-0.473046
30.9841		30.9841		-0.460866
30.9941		30.9941		-0.448797
31.0041		31.0041		-0.436836
31.0141		31.0141		-0.424979
31.0241		31.0241		-0.413223
31.0341		31.0341		-0.401563
31.0441		31.0441		-0.389997
31.0541		31.0541		-0.37852
31.0641		31.0641		-0.36713
31.0741		31.0741		-0.355823
31.0841		31.0841		-0.344597
31.0941		31.0941		-0.333447
31.1041		31.1041		-0.322372
31.1141		31.1141		-0.311368
31.1241		31.1241		-0.300432
31.1341		31.1341		-0.289562
31.1441		31.1441		-0.278754
31.1541		31.1541		-0.268007
31.1641		31.1641		-0.257317
31.1741		31.1741		-0.246682
31.1841		31.1841		-0.236099
31.1941		31.1941		-0.225566
31.2041		31.2041		-0.21508
31.2141		31.2141		-0.20464
31.2241		31.2241		-0.194242
31.2341		31.2341		-0.183885
31.2441		31.2441		-0.173565
31.2541		31.2541		-0.163281
31.2641		31.2641		-0.153031
31.2741		31.2741		-0.142812
31.2841		31.2841		-0.132623
31.2941		31.2941		-0.12246
31.3041		31.3041		-0.112322
31.3141		31.3141		-0.102207
31.3241		31.3241		-0.0921123
31.3341		31.3341		-0.0820364
31.3441		31.3441		-0.071977
31.3541		31.3541		-0.0619321
31.3641		31.3641		-0.0518996
31.3741		31.3741		-0.0418775
31.3841		31.3841		-0.0318638
31.3941		31.3941		-0.0218566
31.4041		31.4041		-0.0118536
31.4141		31.4141		-0.00185307
