beta		beta		tan(beta)
-7.49593		-7.49593		-2.67248
-7.48593		-7.48593		-2.59318
-7.47593		-7.47593		-2.51788
-7.46593		-7.46593		-2.44628
-7.45593		-7.45593		-2.37811
-7.44593		-7.44593		-2.3131
-7.43593		-7.43593		-2.25103
-7.42593		-7.42593		-2.19169
-7.41593		-7.41593		-2.1349
-7.40593		-7.40593		-2.08048
-7.39593		-7.39593		-2.02828
-7.38593		-7.38593		-1.97815
-7.37593		-7.37593		-1.92998
-7.36593		-7.36593		-1.88362
-7.35593		-7.35593		-1.83898
-7.34593		-7.34593		-1.79595
-7.33593		-7.33593		-1.75444
-7.32593		-7.32593		-1.71436
-7.31593		-7.31593		-1.67563
-7.30593		-7.30593		-1.63818
-7.29593		-7.29593		-1.60194
-7.28593		-7.28593		-1.56684
-7.27593		-7.27593		-1.53282
-7.26593		-7.26593		-1.49983
-7.25593		-7.25593		-1.46781
-7.24593		-7.24593		-1.43672
-7.23593		-7.23593		-1.40652
-7.22593		-7.22593		-1.37714
-7.21593		-7.21593		-1.34857
-7.20593		-7.20593		-1.32076
-7.19593		-7.19593		-1.29367
-7.18593		-7.18593		-1.26728
-7.17593		-7.17593		-1.24154
-7.16593		-7.16593		-1.21644
-7.15593		-7.15593		-1.19194
-7.14593		-7.14593		-1.16802
-7.13593		-7.13593		-1.14465
-7.12593		-7.12593		-1.1218
-7.11593		-7.11593		-1.09947
-7.10593		-7.10593		-1.07762
-7.09593		-7.09593		-1.05624
-7.08593		-7.08593		-1.0353
-7.07593		-7.07593		-1.0148
-7.06593		-7.06593		-0.9947
-7.05593		-7.05593		-0.975001
-7.04593		-7.04593		-0.955683
-7.03593		-7.03593		-0.93673
-7.02593		-7.02593		-0.918129
-7.01593		-7.01593		-0.899866
-7.00593		-7.00593		-0.88193
-6.99593		-6.99593		-0.864306
-6.98593		-6.98593		-0.846985
-6.97593		-6.97593		-0.829955
-6.96593		-6.96593		-0.813205
-6.95593		-6.95593		-0.796726
-6.94593		-6.94593		-0.780507
-6.93593		-6.93593		-0.764539
-6.92593		-6.92593		-0.748813
-6.91593		-6.91593		-0.733322
-6.90593		-6.90593		-0.718055
-6.89593		-6.89593		-0.703007
-6.88593		-6.88593		-0.688169
-6.87593		-6.87593		-0.673533
-6.86593		-6.86593		-0.659093
-6.85593		-6.85593		-0.644843
-6.84593		-6.84593		-0.630775
-6.83593		-6.83593		-0.616883
-6.82593		-6.82593		-0.603162
-6.81593		-6.81593		-0.589605
-6.80593		-6.80593		-0.576207
-6.79593		-6.79593		-0.562963
-6.78593		-6.78593		-0.549867
-6.77593		-6.77593		-0.536914
-6.76593		-6.76593		-0.5241
-6.75593		-6.75593		-0.511419
-6.74593		-6.74593		-0.498868
-6.73593		-6.73593		-0.48644
-6.72593		-6.72593		-0.474134
-6.71593		-6.71593		-0.461943
-6.70593		-6.70593		-0.449864
-6.69593		-6.69593		-0.437894
-6.68593		-6.68593		-0.426028
-6.67593		-6.67593		-0.414263
-6.66593		-6.66593		-0.402595
-6.65593		-6.65593		-0.39102
-6.64593		-6.64593		-0.379536
-6.63593		-6.63593		-0.368138
-6.62593		-6.62593		-0.356824
-6.61593		-6.61593		-0.345591
-6.60593		-6.60593		-0.334434
-6.59593		-6.59593		-0.323353
-6.58593		-6.58593		-0.312342
-6.57593		-6.57593		-0.301401
-6.56593		-6.56593		-0.290525
-6.55593		-6.55593		-0.279712
-6.54593		-6.54593		-0.268959
-6.53593		-6.53593		-0.258264
-6.52593		-6.52593		-0.247624
-6.51593		-6.51593		-0.237037
-6.50593		-6.50593		-0.226499
-6.49593		-6.49593		-0.21601
-6.48593		-6.48593		-0.205565
-6.47593		-6.47593		-0.195164
-6.46593		-6.46593		-0.184803
-6.45593		-6.45593		-0.17448
-6.44593		-6.44593		-0.164193
-6.43593		-6.43593		-0.15394
-6.42593		-6.42593		-0.143719
-6.41593		-6.41593		-0.133526
-6.40593		-6.40593		-0.123361
-6.39593		-6.39593		-0.113221
-6.38593		-6.38593		-0.103104
-6.37593		-6.37593		-0.093008
-6.36593		-6.36593		-0.0829306
-6.35593		-6.35593		-0.0728698
-6.34593		-6.34593		-0.0628237
-6.33593		-6.33593		-0.0527902
-6.32593		-6.32593		-0.0427673
-6.31593		-6.31593		-0.0327529
-6.30593		-6.30593		-0.0227451
-6.29593		-6.29593		-0.0127419
-6.28593		-6.28593		-0.00274124
-6.27593		-6.27593		0.0072589
-6.26593		-6.26593		0.0172605
-6.25593		-6.25593		0.0272655
-6.24593		-6.24593		0.037276
-6.23593		-6.23593		0.047294
-6.22593		-6.22593		0.0573214
-6.21593		-6.21593		0.0673604
-6.20593		-6.20593		0.0774129
-6.19593		-6.19593		0.0874809
-6.18593		-6.18593		0.0975666
-6.17593		-6.17593		0.107672
-6.16593		-6.16593		0.117799
-6.15593		-6.15593		0.12795
-6.14593		-6.14593		0.138127
-6.13593		-6.13593		0.148333
-6.12593		-6.12593		0.158568
-6.11593		-6.11593		0.168836
-6.10593		-6.10593		0.179139
-6.09593		-6.09593		0.189479
-6.08593		-6.08593		0.199858
-6.07593		-6.07593		0.210278
-6.06593		-6.06593		0.220743
-6.05593		-6.05593		0.231254
-6.04593		-6.04593		0.241813
-6.03593		-6.03593		0.252424
-6.02593		-6.02593		0.263088
-6.01593		-6.01593		0.273809
-6.00593		-6.00593		0.284589
-5.99593		-5.99593		0.29543
-5.98593		-5.98593		0.306335
-5.97593		-5.97593		0.317308
-5.96593		-5.96593		0.32835
-5.95593		-5.95593		0.339465
-5.94593		-5.94593		0.350656
-5.93593		-5.93593		0.361925
-5.92593		-5.92593		0.373276
-5.91593		-5.91593		0.384713
-5.90593		-5.90593		0.396238
-5.89593		-5.89593		0.407854
-5.88593		-5.88593		0.419566
-5.87593		-5.87593		0.431376
-5.86593		-5.86593		0.443289
-5.85593		-5.85593		0.455307
-5.84593		-5.84593		0.467436
-5.83593		-5.83593		0.479679
-5.82593		-5.82593		0.492039
-5.81593		-5.81593		0.504522
-5.80593		-5.80593		0.517132
-5.79593		-5.79593		0.529872
-5.78593		-5.78593		0.542748
-5.77593		-5.77593		0.555765
-5.76593		-5.76593		0.568928
-5.75593		-5.75593		0.582241
-5.74593		-5.74593		0.59571
-5.73593		-5.73593		0.60934
-5.72593		-5.72593		0.623137
-5.71593		-5.71593		0.637108
-5.70593		-5.70593		0.651258
-5.69593		-5.69593		0.665593
-5.68593		-5.68593		0.68012
-5.67593		-5.67593		0.694846
-5.66593		-5.66593		0.709779
-5.65593		-5.65593		0.724925
-5.64593		-5.64593		0.740292
-5.63593		-5.63593		0.755888
-5.62593		-5.62593		0.771722
-5.61593		-5.61593		0.787802
-5.60593		-5.60593		0.804138
-5.59593		-5.59593		0.820738
-5.58593		-5.58593		0.837613
-5.57593		-5.57593		0.854773
-5.56593		-5.56593		0.87223
-5.55593		-5.55593		0.889993
-5.54593		-5.54593		0.908075
-5.53593		-5.53593		0.926489
-5.52593		-5.52593		0.945247
-5.51593		-5.51593		0.964364
-5.50593		-5.50593		0.983852
-5.49593		-5.49593		1.00373
-5.48593		-5.48593		1.02401
-5.47593		-5.47593		1.04471
-5.46593		-5.46593		1.06584
-5.45593		-5.45593		1.08743
-5.44593		-5.44593		1.1095
-5.43593		-5.43593		1.13206
-5.42593		-5.42593		1.15514
-5.41593		-5.41593		1.17875
-5.40593		-5.40593		1.20293
-5.39593		-5.39593		1.2277
-5.38593		-5.38593		1.25309
-5.37593		-5.37593		1.27912
-5.36593		-5.36593		1.30582
-5.35593		-5.35593		1.33323
-5.34593		-5.34593		1.36138
-5.33593		-5.33593		1.39031
-5.32593		-5.32593		1.42006
-5.31593		-5.31593		1.45066
-5.30593		-5.30593		1.48216
-5.29593		-5.29593		1.51461
-5.28593		-5.28593		1.54806
-5.27593		-5.27593		1.58256
-5.26593		-5.26593		1.61817
-5.25593		-5.25593		1.65495
-5.24593		-5.24593		1.69297
-5.23593		-5.23593		1.7323
-5.22593		-5.22593		1.77301
-5.21593		-5.21593		1.8152
-5.20593		-5.20593		1.85894
-5.19593		-5.19593		1.90434
-5.18593		-5.18593		1.95151
-5.17593		-5.17593		2.00055
-5.16593		-5.16593		2.0516
-5.15593		-5.15593		2.10478
-5.14593		-5.14593		2.16025
-5.13593		-5.13593		2.21817
-5.12593		-5.12593		2.27872
-5.11593		-5.11593		2.34209
-5.10593		-5.10593		2.4085
-5.09593		-5.09593		2.47819
-5.08593		-5.08593		2.55142
-5.07593		-5.07593		2.62849
-5.06593		-5.06593		2.70971
-5.05593		-5.05593		2.79547
-5.04593		-5.04593		2.88615
-5.03593		-5.03593		2.98223
-5.02593		-5.02593		3.08421
-5.01593		-5.01593		3.19268
-5.00593		-5.00593		3.30831
-4.99593		-4.99593		3.43185
-4.98593		-4.98593		3.56417
-4.97593		-4.97593		3.70627
-4.96593		-4.96593		3.85931
-4.95593		-4.95593		4.02464
-4.94593		-4.94593		4.20384
-4.93593		-4.93593		4.39876
-4.92593		-4.92593		4.61162
-4.91593		-4.91593		4.84506
-4.90593		-4.90593		5.10228
-4.89593		-4.89593		5.38716
-4.88593		-4.88593		5.70448
-4.87593		-4.87593		6.06019
-4.86593		-4.86593		6.4618
-4.85593		-4.85593		6.91891
-4.84593		-4.84593		7.44396
-4.83593		-4.83593		8.05348
-4.82593		-4.82593		8.76978
-4.81593		-4.81593		9.62379
-4.80593		-4.80593		10.6597
-4.79593		-4.79593		11.9428
-4.78593		-4.78593		13.574
-4.77593		-4.77593		15.7175
-4.76593		-4.76593		18.6606
-4.75593		-4.75593		22.9542
-4.74593		-4.74593		29.8061
-4.73593		-4.73593		42.4774
-4.72593		-4.72593		73.8641
-4.71593		-4.71593		282.68
-4.70593		-4.70593		-154.738
-4.69593		-4.69593		-60.7388
-4.68593		-4.68593		-37.7806
-4.67593		-4.67593		-27.4133
-4.66593		-4.66593		-21.5073
-4.65593		-4.65593		-17.6921
-4.64593		-4.64593		-15.0239
-4.63593		-4.63593		-13.0528
-4.62593		-4.62593		-11.5369
-4.61593		-4.61593		-10.3346
-4.60593		-4.60593		-9.35747
-4.59593		-4.59593		-8.5476
-4.58593		-4.58593		-7.86529
-4.57593		-4.57593		-7.28248
-4.56593		-4.56593		-6.7788
-4.55593		-4.55593		-6.33907
-4.54593		-4.54593		-5.95177
-4.53593		-4.53593		-5.60798
-4.52593		-4.52593		-5.30071
-4.51593		-4.51593		-5.02437
-4.50593		-4.50593		-4.77448
-4.49593		-4.49593		-4.54736
-4.48593		-4.48593		-4.34
-4.47593		-4.47593		-4.14989
-4.46593		-4.46593		-3.97492
-4.45593		-4.45593		-3.81334
-4.44593		-4.44593		-3.66363
-4.43593		-4.43593		-3.5245
-4.42593		-4.42593		-3.39485
-4.41593		-4.41593		-3.2737
-4.40593		-4.40593		-3.16024
-4.39593		-4.39593		-3.05373
-4.38593		-4.38593		-2.95354
-4.37593		-4.37593		-2.85909
-4.36593		-4.36593		-2.76989
-4.35593		-4.35593		-2.6855
-4.34593		-4.34593		-2.60553
-4.33593		-4.33593		-2.52962
-4.32593		-4.32593		-2.45745
-4.31593		-4.31593		-2.38875
-4.30593		-4.30593		-2.32325
-4.29593		-4.29593		-2.26072
-4.28593		-4.28593		-2.20096
-4.27593		-4.27593		-2.14378
-4.26593		-4.26593		-2.08899
-4.25593		-4.25593		-2.03645
-4.24593		-4.24593		-1.986
-4.23593		-4.23593		-1.93752
-4.22593		-4.22593		-1.89089
-4.21593		-4.21593		-1.84598
-4.20593		-4.20593		-1.8027
-4.19593		-4.19593		-1.76095
-4.18593		-4.18593		-1.72065
-4.17593		-4.17593		-1.68171
-4.16593		-4.16593		-1.64407
-4.15593		-4.15593		-1.60763
-4.14593		-4.14593		-1.57235
-4.13593		-4.13593		-1.53817
-4.12593		-4.12593		-1.50502
-4.11593		-4.11593		-1.47285
-4.10593		-4.10593		-1.44162
-4.09593		-4.09593		-1.41127
-4.08593		-4.08593		-1.38177
-4.07593		-4.07593		-1.35307
-4.06593		-4.06593		-1.32514
-4.05593		-4.05593		-1.29794
-4.04593		-4.04593		-1.27144
-4.03593		-4.03593		-1.2456
-4.02593		-4.02593		-1.2204
-4.01593		-4.01593		-1.1958
-4.00593		-4.00593		-1.17179
-3.99593		-3.99593		-1.14833
-3.98593		-3.98593		-1.12541
-3.97593		-3.97593		-1.10299
-3.96593		-3.96593		-1.08107
-3.95593		-3.95593		-1.05961
-3.94593		-3.94593		-1.03861
-3.93593		-3.93593		-1.01803
-3.92593		-3.92593		-0.997874
-3.91593		-3.91593		-0.978113
-3.90593		-3.90593		-0.958735
-3.89593		-3.89593		-0.939724
-3.88593		-3.88593		-0.921068
-3.87593		-3.87593		-0.902753
-3.86593		-3.86593		-0.884765
-3.85593		-3.85593		-0.867093
-3.84593		-3.84593		-0.849724
-3.83593		-3.83593		-0.832648
-3.82593		-3.82593		-0.815855
-3.81593		-3.81593		-0.799333
-3.80593		-3.80593		-0.783073
-3.79593		-3.79593		-0.767066
-3.78593		-3.78593		-0.751302
-3.77593		-3.77593		-0.735774
-3.76593		-3.76593		-0.720472
-3.75593		-3.75593		-0.705389
-3.74593		-3.74593		-0.690518
-3.73593		-3.73593		-0.675851
-3.72593		-3.72593		-0.66138
-3.71593		-3.71593		-0.6471
-3.70593		-3.70593		-0.633003
-3.69593		-3.69593		-0.619084
-3.68593		-3.68593		-0.605336
-3.67593		-3.67593		-0.591754
-3.66593		-3.66593		-0.578331
-3.65593		-3.65593		-0.565062
-3.64593		-3.64593		-0.551943
-3.63593		-3.63593		-0.538968
-3.62593		-3.62593		-0.526132
-3.61593		-3.61593		-0.51343
-3.60593		-3.60593		-0.500858
-3.59593		-3.59593		-0.488411
-3.58593		-3.58593		-0.476086
-3.57593		-3.57593		-0.463877
-3.56593		-3.56593		-0.451781
-3.55593		-3.55593		-0.439794
-3.54593		-3.54593		-0.427911
-3.53593		-3.53593		-0.41613
-3.52593		-3.52593		-0.404447
-3.51593		-3.51593		-0.392857
-3.50593		-3.50593		-0.381359
-3.49593		-3.49593		-0.369948
-3.48593		-3.48593		-0.358621
-3.47593		-3.47593		-0.347374
-3.46593		-3.46593		-0.336206
-3.45593		-3.45593		-0.325113
-3.44593		-3.44593		-0.314091
-3.43593		-3.43593		-0.303139
-3.42593		-3.42593		-0.292252
-3.41593		-3.41593		-0.28143
-3.40593		-3.40593		-0.270668
-3.39593		-3.39593		-0.259964
-3.38593		-3.38593		-0.249315
-3.37593		-3.37593		-0.23872
-3.36593		-3.36593		-0.228174
-3.35593		-3.35593		-0.217677
-3.34593		-3.34593		-0.207226
-3.33593		-3.33593		-0.196818
-3.32593		-3.32593		-0.18645
-3.31593		-3.31593		-0.176122
-3.30593		-3.30593		-0.165829
-3.29593		-3.29593		-0.155571
-3.28593		-3.28593		-0.145345
-3.27593		-3.27593		-0.135148
-3.26593		-3.26593		-0.124979
-3.25593		-3.25593		-0.114835
-3.24593		-3.24593		-0.104714
-3.23593		-3.23593		-0.0946147
-3.22593		-3.22593		-0.0845344
-3.21593		-3.21593		-0.0744711
-3.20593		-3.20593		-0.0644228
-3.19593		-3.19593		-0.0543874
-3.18593		-3.18593		-0.044363
-3.17593		-3.17593		-0.0343474
-3.16593		-3.16593		-0.0243387
-3.15593		-3.15593		-0.0143349
-3.14593		-3.14593		-0.00433391
-3.13593		-3.13593		0.00566618
-3.12593		-3.12593		0.0156674
-3.11593		-3.11593		0.0256718
-3.10593		-3.10593		0.0356812
-3.09593		-3.09593		0.0456979
-3.08593		-3.08593		0.0557237
-3.07593		-3.07593		0.0657607
-3.06593		-3.06593		0.0758109
-3.05593		-3.05593		0.0858763
-3.04593		-3.04593		0.095959
-3.03593		-3.03593		0.106061
-3.02593		-3.02593		0.116185
-3.01593		-3.01593		0.126332
-3.00593		-3.00593		0.136505
-2.99593		-2.99593		0.146705
-2.98593		-2.98593		0.156936
-2.97593		-2.97593		0.167199
-2.96593		-2.96593		0.177496
-2.95593		-2.95593		0.187829
-2.94593		-2.94593		0.198202
-2.93593		-2.93593		0.208616
-2.92593		-2.92593		0.219073
-2.91593		-2.91593		0.229576
-2.90593		-2.90593		0.240128
-2.89593		-2.89593		0.250731
-2.88593		-2.88593		0.261386
-2.87593		-2.87593		0.272098
-2.86593		-2.86593		0.282868
-2.85593		-2.85593		0.293699
-2.84593		-2.84593		0.304594
-2.83593		-2.83593		0.315556
-2.82593		-2.82593		0.326586
-2.81593		-2.81593		0.33769
-2.80593		-2.80593		0.348868
-2.79593		-2.79593		0.360125
-2.78593		-2.78593		0.371463
-2.77593		-2.77593		0.382886
-2.76593		-2.76593		0.394396
-2.75593		-2.75593		0.405998
-2.74593		-2.74593		0.417694
-2.73593		-2.73593		0.429488
-2.72593		-2.72593		0.441384
-2.71593		-2.71593		0.453386
-2.70593		-2.70593		0.465497
-2.69593		-2.69593		0.477721
-2.68593		-2.68593		0.490063
-2.67593		-2.67593		0.502526
-2.66593		-2.66593		0.515115
-2.65593		-2.65593		0.527834
-2.64593		-2.64593		0.540688
-2.63593		-2.63593		0.553683
-2.62593		-2.62593		0.566821
-2.61593		-2.61593		0.58011
-2.60593		-2.60593		0.593554
-2.59593		-2.59593		0.607158
-2.58593		-2.58593		0.620928
-2.57593		-2.57593		0.634871
-2.56593		-2.56593		0.648992
-2.55593		-2.55593		0.663297
-2.54593		-2.54593		0.677793
-2.53593		-2.53593		0.692487
-2.52593		-2.52593		0.707386
-2.51593		-2.51593		0.722498
-2.50593		-2.50593		0.737829
-2.49593		-2.49593		0.753388
-2.48593		-2.48593		0.769184
-2.47593		-2.47593		0.785224
-2.46593		-2.46593		0.801518
-2.45593		-2.45593		0.818076
-2.44593		-2.44593		0.834907
-2.43593		-2.43593		0.852021
-2.42593		-2.42593		0.869429
-2.41593		-2.41593		0.887143
-2.40593		-2.40593		0.905174
-2.39593		-2.39593		0.923534
-2.38593		-2.38593		0.942236
-2.37593		-2.37593		0.961295
-2.36593		-2.36593		0.980723
-2.35593		-2.35593		1.00054
-2.34593		-2.34593		1.02075
-2.33593		-2.33593		1.04138
-2.32593		-2.32593		1.06245
-2.31593		-2.31593		1.08396
-2.30593		-2.30593		1.10595
-2.29593		-2.29593		1.12843
-2.28593		-2.28593		1.15143
-2.27593		-2.27593		1.17496
-2.26593		-2.26593		1.19904
-2.25593		-2.25593		1.22372
-2.24593		-2.24593		1.249
-2.23593		-2.23593		1.27493
-2.22593		-2.22593		1.30152
-2.21593		-2.21593		1.32882
-2.20593		-2.20593		1.35685
-2.19593		-2.19593		1.38565
-2.18593		-2.18593		1.41526
-2.17593		-2.17593		1.44572
-2.16593		-2.16593		1.47708
-2.15593		-2.15593		1.50938
-2.14593		-2.14593		1.54266
-2.13593		-2.13593		1.57699
-2.12593		-2.12593		1.61242
-2.11593		-2.11593		1.64901
-2.10593		-2.10593		1.68683
-2.09593		-2.09593		1.72594
-2.08593		-2.08593		1.76643
-2.07593		-2.07593		1.80838
-2.06593		-2.06593		1.85187
-2.05593		-2.05593		1.897
-2.04593		-2.04593		1.94387
-2.03593		-2.03593		1.99261
-2.02593		-2.02593		2.04333
-2.01593		-2.01593		2.09616
-2.00593		-2.00593		2.15125
-1.99593		-1.99593		2.20877
-1.98593		-1.98593		2.26889
-1.97593		-1.97593		2.3318
-1.96593		-1.96593		2.39771
-1.95593		-1.95593		2.46686
-1.94593		-1.94593		2.53951
-1.93593		-1.93593		2.61594
-1.92593		-1.92593		2.69648
-1.91593		-1.91593		2.78149
-1.90593		-1.90593		2.87136
-1.89593		-1.89593		2.96654
-1.88593		-1.88593		3.06755
-1.87593		-1.87593		3.17494
-1.86593		-1.86593		3.28938
-1.85593		-1.85593		3.41161
-1.84593		-1.84593		3.54247
-1.83593		-1.83593		3.68294
-1.82593		-1.82593		3.83415
-1.81593		-1.81593		3.99743
-1.80593		-1.80593		4.1743
-1.79593		-1.79593		4.36658
-1.78593		-1.78593		4.57642
-1.77593		-1.77593		4.80638
-1.76593		-1.76593		5.05957
-1.75593		-1.75593		5.33975
-1.74593		-1.74593		5.65154
-1.73593		-1.73593		6.00068
-1.72593		-1.72593		6.3944
-1.71593		-1.71593		6.84192
-1.70593		-1.70593		7.35517
-1.69593		-1.69593		7.94992
-1.68593		-1.68593		8.64741
-1.67593		-1.67593		9.47694
-1.66593		-1.66593		10.4802
-1.65593		-1.65593		11.7183
-1.64593		-1.64593		13.2852
-1.63593		-1.63593		15.3321
-1.62593		-1.62593		18.1205
-1.61593		-1.61593		22.1431
-1.60593		-1.60593		28.4538
-1.59593		-1.59593		39.7844
-1.58593		-1.58593		66.0879
-1.57593		-1.57593		194.922
-1.56593		-1.56593		-205.346
-1.55593		-1.55593		-67.2455
-1.54593		-1.54593		-40.2011
-1.53593		-1.53593		-28.6665
-1.52593		-1.52593		-22.2718
-1.51593		-1.51593		-18.2067
-1.50593		-1.50593		-15.3939
-1.49593		-1.49593		-13.3316
-1.48593		-1.48593		-11.7545
-1.47593		-1.47593		-10.5091
-1.46593		-1.46593		-9.50065
-1.45593		-1.45593		-8.66719
-1.44593		-1.44593		-7.96668
-1.43593		-1.43593		-7.36955
-1.42593		-1.42593		-6.85439
-1.41593		-1.41593		-6.40533
-1.40593		-1.40593		-6.01034
-1.39593		-1.39593		-5.66013
-1.38593		-1.38593		-5.34745
-1.37593		-1.37593		-5.06651
-1.36593		-1.36593		-4.81267
-1.35593		-1.35593		-4.58214
-1.34593		-1.34593		-4.37181
-1.33593		-1.33593		-4.1791
-1.32593		-1.32593		-4.00185
-1.31593		-1.31593		-3.83825
-1.30593		-1.30593		-3.68673
-1.29593		-1.29593		-3.546
-1.28593		-1.28593		-3.4149
-1.27593		-1.27593		-3.29246
-1.26593		-1.26593		-3.17783
-1.25593		-1.25593		-3.07026
-1.24593		-1.24593		-2.9691
-1.23593		-1.23593		-2.87377
-1.22593		-1.22593		-2.78377
-1.21593		-1.21593		-2.69864
-1.20593		-1.20593		-2.61799
-1.19593		-1.19593		-2.54145
-1.18593		-1.18593		-2.46871
-1.17593		-1.17593		-2.39947
-1.16593		-1.16593		-2.33348
-1.15593		-1.15593		-2.27049
-1.14593		-1.14593		-2.2103
-1.13593		-1.13593		-2.15272
-1.12593		-1.12593		-2.09756
-1.11593		-1.11593		-2.04467
-1.10593		-1.10593		-1.9939
-1.09593		-1.09593		-1.94512
-1.08593		-1.08593		-1.89819
-1.07593		-1.07593		-1.85302
-1.06593		-1.06593		-1.80949
-1.05593		-1.05593		-1.7675
-1.04593		-1.04593		-1.72698
-1.03593		-1.03593		-1.68783
-1.02593		-1.02593		-1.64998
-1.01593		-1.01593		-1.61336
-1.00593		-1.00593		-1.5779
-0.995927		-0.995927		-1.54354
-0.985927		-0.985927		-1.51023
-0.975927		-0.975927		-1.47791
-0.965927		-0.965927		-1.44653
-0.955927		-0.955927		-1.41604
-0.945927		-0.945927		-1.38641
-0.935927		-0.935927		-1.35759
-0.925927		-0.925927		-1.32954
-0.915927		-0.915927		-1.30222
-0.905927		-0.905927		-1.27561
-0.895927		-0.895927		-1.24967
-0.885927		-0.885927		-1.22437
-0.875927		-0.875927		-1.19968
-0.865927		-0.865927		-1.17558
-0.855927		-0.855927		-1.15203
-0.845927		-0.845927		-1.12902
-0.835927		-0.835927		-1.10653
-0.825927		-0.825927		-1.08453
-0.815927		-0.815927		-1.063
-0.805927		-0.805927		-1.04192
-0.795927		-0.795927		-1.02128
-0.785927		-0.785927		-1.00106
-0.775927		-0.775927		-0.981234
-0.765927		-0.765927		-0.961796
-0.755927		-0.755927		-0.942728
-0.745927		-0.745927		-0.924016
-0.735927		-0.735927		-0.905648
-0.725927		-0.725927		-0.887608
-0.715927		-0.715927		-0.869887
-0.705927		-0.705927		-0.85247
-0.695927		-0.695927		-0.835349
-0.685927		-0.685927		-0.818511
-0.675927		-0.675927		-0.801946
-0.665927		-0.665927		-0.785645
-0.655927		-0.655927		-0.769598
-0.645927		-0.645927		-0.753797
-0.635927		-0.635927		-0.738231
-0.625927		-0.625927		-0.722894
-0.615927		-0.615927		-0.707777
-0.605927		-0.605927		-0.692873
-0.595927		-0.595927		-0.678173
-0.585927		-0.585927		-0.663672
-0.575927		-0.575927		-0.649362
-0.565927		-0.565927		-0.635236
-0.555927		-0.555927		-0.621289
-0.545927		-0.545927		-0.607514
-0.535927		-0.535927		-0.593906
-0.525927		-0.525927		-0.580458
-0.515927		-0.515927		-0.567166
-0.505927		-0.505927		-0.554023
-0.495927		-0.495927		-0.541025
-0.485927		-0.485927		-0.528167
-0.475927		-0.475927		-0.515444
-0.465927		-0.465927		-0.502852
-0.455927		-0.455927		-0.490386
-0.445927		-0.445927		-0.478041
-0.435927		-0.435927		-0.465814
-0.425927		-0.425927		-0.4537
-0.415927		-0.415927		-0.441696
-0.405927		-0.405927		-0.429797
-0.395927		-0.395927		-0.418
-0.385927		-0.385927		-0.406301
-0.375927		-0.375927		-0.394697
-0.365927		-0.365927		-0.383184
-0.355927		-0.355927		-0.371759
-0.345927		-0.345927		-0.360419
-0.335927		-0.335927		-0.34916
-0.325927		-0.325927		-0.33798
-0.315927		-0.315927		-0.326875
-0.305927		-0.305927		-0.315842
-0.295927		-0.295927		-0.304879
-0.285927		-0.285927		-0.293982
-0.275927		-0.275927		-0.283149
-0.265927		-0.265927		-0.272378
-0.255927		-0.255927		-0.261665
-0.245927		-0.245927		-0.251007
-0.235927		-0.235927		-0.240404
-0.225927		-0.225927		-0.229851
-0.215927		-0.215927		-0.219346
-0.205927		-0.205927		-0.208888
-0.195927		-0.195927		-0.198473
-0.185927		-0.185927		-0.188099
-0.175927		-0.175927		-0.177764
-0.165927		-0.165927		-0.167466
-0.155927		-0.155927		-0.157203
-0.145927		-0.145927		-0.146971
-0.135927		-0.135927		-0.13677
-0.125927		-0.125927		-0.126596
-0.115927		-0.115927		-0.116449
-0.105927		-0.105927		-0.106325
-0.0959265		-0.0959265		-0.0962219
-0.0859265		-0.0859265		-0.0861386
-0.0759265		-0.0759265		-0.0760728
-0.0659265		-0.0659265		-0.0660222
-0.0559265		-0.0559265		-0.0559849
-0.0459265		-0.0459265		-0.0459589
-0.0359265		-0.0359265		-0.035942
-0.0259265		-0.0259265		-0.0259323
-0.0159265		-0.0159265		-0.0159279
-0.00592654		-0.00592654		-0.00592661
0.00407346		0.00407346		0.00407349
0.0140735		0.0140735		0.0140744
0.0240735		0.0240735		0.0240781
0.0340735		0.0340735		0.0340867
0.0440735		0.0440735		0.044102
0.0540735		0.0540735		0.0541262
0.0640735		0.0640735		0.0641613
0.0740735		0.0740735		0.0742092
0.0840735		0.0840735		0.0842721
0.0940735		0.0940735		0.094352
0.104073		0.104073		0.104451
0.114073		0.114073		0.114571
0.124073		0.124073		0.124714
0.134073		0.134073		0.134883
0.144073		0.144073		0.145079
0.154073		0.154073		0.155304
0.164073		0.164073		0.165562
0.174073		0.174073		0.175853
0.184073		0.184073		0.186181
0.194073		0.194073		0.196547
0.204073		0.204073		0.206954
0.214073		0.214073		0.217405
0.224073		0.224073		0.227901
0.234073		0.234073		0.238444
0.244073		0.244073		0.249038
0.254073		0.254073		0.259686
0.264073		0.264073		0.270388
0.274073		0.274073		0.281149
0.284073		0.284073		0.29197
0.294073		0.294073		0.302854
0.304073		0.304073		0.313805
0.314073		0.314073		0.324825
0.324073		0.324073		0.335916
0.334073		0.334073		0.347083
0.344073		0.344073		0.358327
0.354073		0.354073		0.369652
0.364073		0.364073		0.381061
0.374073		0.374073		0.392557
0.384073		0.384073		0.404144
0.394073		0.394073		0.415825
0.404073		0.404073		0.427603
0.414073		0.414073		0.439483
0.424073		0.424073		0.451467
0.434073		0.434073		0.463561
0.444073		0.444073		0.475766
0.454073		0.454073		0.488089
0.464073		0.464073		0.500532
0.474073		0.474073		0.513101
